Feature.ID,Taxon,Confidence
OTU_64,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Ginsengibacter,0.997546341945291
OTU_65,d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__Palsa-1233,0.9999800372710945
OTU_66,d__Bacteria; p__Pseudomonadota,0.9966696651203601
OTU_67,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__TH1-2; g__Vitreimonas,0.7924937217642924
OTU_68,d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Palsa-187,0.9990918376949159
OTU_69,d__Bacteria,0.9999999999999951
OTU_70,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae,0.8326203654258094
OTU_71,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__CAIYRG01; s__CAIYRG01 sp035318785,0.9999324022618996
OTU_72,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Paraburkholderia,0.9973074302861249
OTU_73,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae,0.9984645214335921
OTU_74,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales; f__UBA8199; g__JANXQE01; s__JANXQE01 sp035294005,0.8359642904039387
OTU_75,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA2999; g__Gp6-AA40,0.9022915173329524
OTU_76,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Cupriavidus,0.9999937784453385
OTU_77,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Dongiales; f__Dongiaceae; g__Hypericibacter,0.861999577541714
OTU_78,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__CAMLJR01; g__CAMLJR01; s__CAMLJR01 sp028293825,0.9997647652217654
OTU_79,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomicrobium; s__Sphingomicrobium sediminicola_A,0.8640829064266972
OTU_80,d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae,0.8612128290394109
OTU_81,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Bog-1198,0.996059823058977
OTU_82,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Rudaea,0.8285629242093507
OTU_83,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales,0.9956301303785009
OTU_84,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__Rhizomicrobium; s__Rhizomicrobium sp018242145,0.9996554482691228
OTU_85,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Opitutales; f__Opitutaceae; g__ER46; s__ER46 sp003054705,0.8618945048832601
OTU_86,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__Novosphingobium sp019075875,0.8294605205784108
OTU_87,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium,0.9534625050550711
OTU_88,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Rudaea,0.9546818351681732
OTU_89,d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__Gemmatimonas phototrophica,0.7118903655526801
OTU_90,d__Bacteria,1.0000000000000022
OTU_91,d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__70-9; g__VRUE01; s__VRUE01 sp035605155,0.9172432083010869
OTU_92,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__Rhizomicrobium; s__Rhizomicrobium sp036490455,0.8949679306120824
OTU_93,d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__OLB17; s__OLB17 sp016711345,0.9193824217879348
OTU_94,d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__UBA4720; s__UBA4720 sp038253755,0.9773424920266123
OTU_95,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Dongiales; f__Dongiaceae; g__Hypericibacter; s__Hypericibacter adhaerens,0.740563809955685
OTU_96,d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__OLB17,0.9044570478521837
OTU_97,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae,0.9812652782216646
OTU_98,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__FEN-1191,0.8607319493641616
OTU_99,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Puia; s__Puia sp035695565,0.7633723883153727
OTU_100,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__VBAU01; s__VBAU01 sp005883765,0.9538243228005173
OTU_101,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-39; g__RBG-16-66-20,0.8727352534151342
OTU_102,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Rhodanobacter,0.9995923139474537
OTU_103,d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__QHXW01; s__QHXW01 sp035577325,0.99611882270033
OTU_104,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae,0.9999636391084303
OTU_105,d__Bacteria; p__Babelota; c__Babeliae; o__Babelales; f__Vermiphilaceae; g__SOIL31; s__SOIL31 sp039809905,0.8594054189724949
OTU_106,d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__Acidimicrobiales; f__RAAP-2; g__DASZUK01; s__DASZUK01 sp035547695,0.999993357565876
OTU_107,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__Rhizomicrobium; s__Rhizomicrobium sp019247845,0.8967516159404354
OTU_108,d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira_C; s__Nitrospira_C japonica_A,0.8704311736424127
OTU_109,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales,0.9683160711622529
OTU_110,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales,0.999898212049639
OTU_111,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__ELB16-189,0.8466057085939215
OTU_112,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__CAIYRG01; s__CAIYRG01 sp035318785,0.9957120101206468
OTU_113,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Dongiales; f__Dongiaceae; g__JAUYVI01; s__JAUYVI01 sp030715195,0.9891335208011527
OTU_114,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales,0.998210391538742
OTU_115,d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales,0.9993710800941247
OTU_116,d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_A; f__Planococcaceae,0.9564270356618221
OTU_117,d__Bacteria; p__Bacteroidota_A; c__Ignavibacteria; o__SJA-28; f__OLB5; g__RPQH01; s__RPQH01 sp003820375,0.9451330836234565
OTU_118,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Nitrosospira,0.9995566365812719
OTU_119,d__Bacteria; p__Bacillota; c__Bacilli; o__Mycoplasmatales; f__CGIF01; g__CGIF01; s__CGIF01 sp031674855,0.9993553322921364
OTU_120,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Dongiales; f__Dongiaceae; g__Hypericibacter; s__Hypericibacter terrae,0.9981866452670668
OTU_121,d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Holophagales; f__Holophagaceae; g__Geothrix,0.9519007858295694
OTU_122,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae,0.9993942001324857
OTU_123,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__CADEDV01; s__CADEDV01 sp036383515,0.9400227509650282
OTU_124,d__Bacteria,1.0000000000000016
OTU_125,d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae,0.9459478127811595
OTU_126,d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__CAMLHU01; s__CAMLHU01 sp031365045,0.9999973003774788
OTU_127,d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Palsa-739; s__Palsa-739 sp036260475,0.9735374256371425
OTU_128,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae,0.8351801735444911
OTU_129,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae,0.9986846518283075
OTU_130,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales,0.9913618431055781
OTU_131,d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae,0.9983648592142258
OTU_132,d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__JABFSM01; s__JABFSM01 sp013140635,0.999958857811258
OTU_133,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__JAMXLO01; s__JAMXLO01 sp037201625,0.9996177541726171
OTU_134,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__CALKXV01; s__CALKXV01 sp938005545,1
OTU_135,d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium,0.9997838693825363
OTU_136,d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__DASTHG01; s__DASTHG01 sp035456525,0.9412288028842695
OTU_137,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Chitinophaga; s__Chitinophaga rupis,0.960792644561232
OTU_138,d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__CSP1-6; g__AR5; s__AR5 sp003220265,0.9955192991854057
OTU_139,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__CADDYX01; s__CADDYX01 sp902810735,0.8091207814596887
OTU_140,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Dokdonella_A,0.9999924320930536
OTU_141,d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__2-12-FULL-66-21; g__JACDCA01; s__JACDCA01 sp035537955,0.9200891361513296
OTU_142,d__Bacteria,0.9999999999999959
OTU_143,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__Rhizomicrobium,0.9941281834516305
OTU_144,d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Acidiferrales; f__UBA7541; g__Palsa-147; s__Palsa-147 sp013286465,0.9982569061932967
OTU_145,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales,0.969182721571606
OTU_146,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__66-474,0.9999980987009617
OTU_147,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__Bog-1198; s__Bog-1198 sp036493935,0.7273432431789024
OTU_148,d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__JADJOM01,0.9240765039739022
OTU_149,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae,0.999864069267974
OTU_150,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae,0.9889925067913504
OTU_151,d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__JADGGM01; s__JADGGM01 sp036273715,0.7273219465230402
OTU_152,d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__QHXW01; s__QHXW01 sp020073305,0.9104922239106367
OTU_153,d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae,0.9999799886818016
OTU_154,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Aestuariivirgaceae; g__Taklimakanibacter,0.9905008403348168
OTU_155,d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__OLB17; s__OLB17 sp035995005,0.8951837942570137
OTU_156,d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiellasilicea; s__Gaiellasilicea sp031425855,0.9999984023946354
OTU_157,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__CAIYRG01; s__CAIYRG01 sp035318785,0.9998469221469084
OTU_158,d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__UBA7656; f__UBA7656; g__JADGNW01,0.9692394678613043
OTU_159,d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__Gaiella sp027493885,0.9989471055084095
OTU_160,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__CAMLJR01; g__CAMLJR01; s__CAMLJR01 sp028293825,0.9998357445600736
OTU_161,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Methyloligellaceae; g__Methyloceanibacter; s__Methyloceanibacter sp035260285,0.7982907024506413
OTU_162,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Tardiphaga,0.9701077004776549
OTU_163,d__Bacteria; p__Bacillota; c__Bacilli,0.9999014906411753
OTU_164,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Aestuariivirgaceae,0.9996450028640019
OTU_165,d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales,0.995337445357734
OTU_166,d__Bacteria; p__Chloroflexota; c__Dormibacteria; o__Dormibacterales; f__Dormibacteraceae; g__Palsa-870; s__Palsa-870 sp039935415,0.9744426917728197
OTU_167,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Dongiales; f__Dongiaceae; g__JAUYVI01; s__JAUYVI01 sp030715195,0.7121290875278454
OTU_168,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-39; g__SCGC-AG-212-J23,0.9999994747148769
OTU_169,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Casimicrobiaceae; g__VBCG01; s__VBCG01 sp016704895,0.8425762890094796
OTU_170,d__Bacteria; p__Actinomycetota; c__Acidimicrobiia,0.9919109437733952
OTU_171,d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__DASYPP01; s__DASYPP01 sp036006525,0.9999659941044593
OTU_172,d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas,0.7326021288554461
OTU_173,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-41; g__SG8-41; s__SG8-41 sp023266245,0.9975718250847216
OTU_174,d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales,0.9999964635623373
OTU_175,d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Acidiferrales; f__UBA7541,0.9943661209263076
OTU_176,d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Rariloculales; f__Rariloculaceae; g__FEN-1219; s__FEN-1219 sp035548835,0.9671692938551861
OTU_177,d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__SbA1; g__QIAJ01,0.9984989625819104
OTU_178,d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__SbA1; g__Sulfotelmatobacter; s__Sulfotelmatobacter sp003166855,0.9997131801479928
OTU_179,d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae,0.9999400278696889
